word,year,n,total,freq
realms,2017,0,15137,0.0
realms,2018,1,15947,6.270771932024833e-05
realms,2019,1,16602,6.0233706782315383e-05
realms,2020,1,17289,5.784024524263983e-05
realms,2021,4,17118,0.00023367215796237878
realms,2022,0,17142,0.0
realms,2023,3,18003,0.00016663889351774705
realms,2024,2,19226,0.00010402579839800271
realms,2025,1,21869,4.57268279299465e-05
realms,2026,0,12097,0.0
redshift,2015,1464,14938,0.09800508769580935
redshift,2016,1491,15179,0.09822781474405429
redshift,2017,1463,15137,0.09665059126643324
redshift,2018,1433,15947,0.08986016178591584
redshift,2019,1500,16602,0.09035056017347308
redshift,2020,1649,17289,0.09537856440511308
redshift,2021,1595,17118,0.09317677298749855
redshift,2022,1646,17142,0.09602146774005367
redshift,2023,1767,18003,0.09815030828195301
redshift,2024,1992,19226,0.1036096952044107
redshift,2025,2433,21869,0.11125337235355984
redshift,2026,1406,12097,0.11622716375960981
robust,2015,401,14938,0.02684428973088767
robust,2016,362,15179,0.023848738388563145
robust,2017,382,15137,0.025236176256854065
robust,2018,418,15947,0.0262118266758638
robust,2019,456,16602,0.027466570292735814
robust,2020,493,17289,0.028515240904621434
robust,2021,512,17118,0.029910036219184484
robust,2022,564,17142,0.03290164508225411
robust,2023,666,18003,0.036993834360939844
robust,2024,769,19226,0.039997919484032037
robust,2025,1273,21869,0.05821025195482189
robust,2026,920,12097,0.07605191369761098
sample,2015,1853,14938,0.12404605703574775
sample,2016,1931,15179,0.12721523156993214
sample,2017,1952,15137,0.12895553940675167
sample,2018,2072,15947,0.12993039443155452
sample,2019,1951,16602,0.11751596193229731
sample,2020,2187,17289,0.12649661634565332
sample,2021,2107,17118,0.12308680920668302
sample,2022,2261,17142,0.13189826157974566
sample,2023,2273,18003,0.126256734988613
sample,2024,2465,19226,0.12821179652553832
sample,2025,2890,21869,0.13215053271754537
sample,2026,1604,12097,0.13259485822931305
seamless,2015,0,14938,0.0
seamless,2016,1,15179,6.588049278608604e-05
seamless,2017,8,15137,0.0005285063090440642
seamless,2018,1,15947,6.270771932024833e-05
seamless,2019,2,16602,0.00012046741356463077
seamless,2020,6,17289,0.00034704147145583897
seamless,2021,7,17118,0.0004089262764341629
seamless,2022,4,17142,0.0002333450005833625
seamless,2023,7,18003,0.0003888240848747431
seamless,2024,11,19226,0.0005721418911890149
seamless,2025,18,21869,0.000823082902739037
seamless,2026,7,12097,0.0005786558650905183
seamlessly,2015,3,14938,0.00020083009773731424
seamlessly,2016,4,15179,0.00026352197114434415
seamlessly,2017,1,15137,6.606328863050802e-05
seamlessly,2018,3,15947,0.00018812315796074496
seamlessly,2019,3,16602,0.00018070112034694616
seamlessly,2020,10,17289,0.0005784024524263983
seamlessly,2021,7,17118,0.0004089262764341629
seamlessly,2022,7,17142,0.0004083537510208844
seamlessly,2023,6,18003,0.0003332777870354941
seamlessly,2024,18,19226,0.0009362321855820243
seamlessly,2025,14,21869,0.000640175591019251
seamlessly,2026,7,12097,0.0005786558650905183
showcases,2015,1,14938,6.694336591243807e-05
showcases,2016,0,15179,0.0
showcases,2017,0,15137,0.0
showcases,2018,4,15947,0.0002508308772809933
showcases,2019,3,16602,0.00018070112034694616
showcases,2020,5,17289,0.00028920122621319916
showcases,2021,5,17118,0.00029209019745297346
showcases,2022,10,17142,0.0005833625014584063
showcases,2023,21,18003,0.0011664722546242292
showcases,2024,19,19226,0.0009882450847810257
showcases,2025,31,21869,0.0014175316658283415
showcases,2026,7,12097,0.0005786558650905183
showcasing,2015,1,14938,6.694336591243807e-05
showcasing,2016,1,15179,6.588049278608604e-05
showcasing,2017,3,15137,0.00019818986589152407
showcasing,2018,1,15947,6.270771932024833e-05
showcasing,2019,3,16602,0.00018070112034694616
showcasing,2020,3,17289,0.00017352073572791948
showcasing,2021,1,17118,5.8418039490594695e-05
showcasing,2022,8,17142,0.000466690001166725
showcasing,2023,14,18003,0.0007776481697494862
showcasing,2024,28,19226,0.0014563611775720378
showcasing,2025,28,21869,0.001280351182038502
showcasing,2026,7,12097,0.0005786558650905183
spectra,2015,1865,14938,0.12484937742669701
spectra,2016,1819,15179,0.1198366163778905
spectra,2017,1770,15137,0.1169320208759992
spectra,2018,1875,15947,0.1175769737254656
spectra,2019,1881,16602,0.11329960245753523
spectra,2020,2008,17289,0.11614321244722077
spectra,2021,2019,17118,0.1179460217315107
spectra,2022,2028,17142,0.11830591529576479
spectra,2023,2168,18003,0.12042437371549186
spectra,2024,2284,19226,0.11879746177051909
spectra,2025,2641,21869,0.12076455256298871
spectra,2026,1462,12097,0.12085641068033397
stellar,2015,2953,14938,0.19768375953942965
stellar,2016,3217,15179,0.21193754529283879
stellar,2017,3048,15137,0.20136090374578847
stellar,2018,3362,15947,0.21082335235467486
stellar,2019,3393,16602,0.2043729671123961
stellar,2020,3584,17289,0.20729943894962113
stellar,2021,3349,17118,0.19564201425400163
stellar,2022,3517,17142,0.2051685917629215
stellar,2023,3678,18003,0.20429928345275788
stellar,2024,4026,19226,0.20940393217517944
stellar,2025,4853,21869,0.22191229594403036
stellar,2026,2722,12097,0.22501446639662726
tapestry,2015,0,14938,0.0
tapestry,2016,0,15179,0.0
tapestry,2017,0,15137,0.0
tapestry,2018,0,15947,0.0
tapestry,2019,0,16602,0.0
tapestry,2020,1,17289,5.784024524263983e-05
tapestry,2021,0,17118,0.0
tapestry,2022,0,17142,0.0
tapestry,2023,0,18003,0.0
tapestry,2024,4,19226,0.00020805159679600541
tapestry,2025,5,21869,0.0002286341396497325
tapestry,2026,0,12097,0.0
temperature,2015,1415,14938,0.09472486276609988
temperature,2016,1513,15179,0.09967718558534817
temperature,2017,1436,15137,0.09486688247340952
temperature,2018,1501,15947,0.09412428669969274
temperature,2019,1575,16602,0.09486808818214673
temperature,2020,1654,17289,0.09566776563132627
temperature,2021,1573,17118,0.09189157611870545
temperature,2022,1672,17142,0.09753821024384553
temperature,2023,1680,18003,0.09331778036993835
temperature,2024,1890,19226,0.09830437948611255
temperature,2025,1971,21869,0.09012757784992455
temperature,2026,1103,12097,0.09117963131354881
underscore,2015,0,14938,0.0
underscore,2016,4,15179,0.00026352197114434415
underscore,2017,4,15137,0.0002642531545220321
underscore,2018,4,15947,0.0002508308772809933
underscore,2019,2,16602,0.00012046741356463077
underscore,2020,7,17289,0.0004048817166984788
underscore,2021,4,17118,0.00023367215796237878
underscore,2022,6,17142,0.00035001750087504374
underscore,2023,23,18003,0.0012775648503027272
underscore,2024,96,19226,0.00499323832310413
underscore,2025,159,21869,0.007270565640861494
underscore,2026,56,12097,0.004629246920724146
underscores,2015,8,14938,0.0005355469272995046
underscores,2016,4,15179,0.00026352197114434415
underscores,2017,1,15137,6.606328863050802e-05
underscores,2018,3,15947,0.00018812315796074496
underscores,2019,7,16602,0.0004216359474762077
underscores,2020,4,17289,0.00023136098097055932
underscores,2021,6,17118,0.0003505082369435682
underscores,2022,9,17142,0.0005250262513125656
underscores,2023,23,18003,0.0012775648503027272
underscores,2024,84,19226,0.004369083532716114
underscores,2025,119,21869,0.005441492523663633
underscores,2026,36,12097,0.002975944449036951
underscoring,2015,1,14938,6.694336591243807e-05
underscoring,2016,0,15179,0.0
underscoring,2017,4,15137,0.0002642531545220321
underscoring,2018,1,15947,6.270771932024833e-05
underscoring,2019,3,16602,0.00018070112034694616
underscoring,2020,1,17289,5.784024524263983e-05
underscoring,2021,2,17118,0.00011683607898118939
underscoring,2022,4,17142,0.0002333450005833625
underscoring,2023,12,18003,0.0006665555740709882
underscoring,2024,30,19226,0.0015603869759700407
underscoring,2025,75,21869,0.0034295120947459875
underscoring,2026,43,12097,0.0035546003141274695
unravel,2015,17,14938,0.0011380372205114474
unravel,2016,7,15179,0.0004611634495026023
unravel,2017,10,15137,0.0006606328863050803
unravel,2018,15,15947,0.0009406157898037248
unravel,2019,14,16602,0.0008432718949524154
unravel,2020,15,17289,0.0008676036786395974
unravel,2021,19,17118,0.0011099427503212993
unravel,2022,16,17142,0.00093338000233345
unravel,2023,24,18003,0.0013331111481419764
unravel,2024,31,19226,0.0016123998751690419
unravel,2025,18,21869,0.000823082902739037
unravel,2026,12,12097,0.000991981483012317
